0.000000000000000000e+00 -1.499999999999999944e-01
0.000000000000000000e+00 -1.452380952380952217e-01
0.000000000000000000e+00 -1.404761904761904767e-01
0.000000000000000000e+00 -1.357142857142857040e-01
0.000000000000000000e+00 -1.309523809523809590e-01
0.000000000000000000e+00 -1.261904761904761862e-01
0.000000000000000000e+00 -1.214285714285714274e-01
0.000000000000000000e+00 -1.166666666666666685e-01
0.000000000000000000e+00 -1.119047619047618958e-01
0.000000000000000000e+00 -1.071428571428571508e-01
0.000000000000000000e+00 -1.023809523809523780e-01
0.000000000000000000e+00 -9.761904761904761918e-02
0.000000000000000000e+00 -9.285714285714286031e-02
0.000000000000000000e+00 -8.809523809523808757e-02
0.000000000000000000e+00 -8.333333333333332871e-02
0.000000000000000000e+00 -7.857142857142856984e-02
0.000000000000000000e+00 -7.380952380952381098e-02
0.000000000000000000e+00 -6.904761904761905211e-02
0.000000000000000000e+00 -6.428571428571429325e-02
0.000000000000000000e+00 -5.952380952380952051e-02
0.000000000000000000e+00 -5.476190476190476164e-02
0.000000000000000000e+00 -5.000000000000000278e-02
0.000000000000000000e+00 -4.523809523809524391e-02
0.000000000000000000e+00 -4.047619047619048505e-02
0.000000000000000000e+00 -3.571428571428572618e-02
0.000000000000000000e+00 -3.095238095238095344e-02
0.000000000000000000e+00 -2.619047619047619457e-02
0.000000000000000000e+00 -2.142857142857143571e-02
0.000000000000000000e+00 -1.666666666666666297e-02
0.000000000000000000e+00 -1.190476190476191798e-02
0.000000000000000000e+00 -7.142857142857145236e-03
0.000000000000000000e+00 -2.380952380952400249e-03
0.000000000000000000e+00 2.380952380952372494e-03
0.000000000000000000e+00 7.142857142857145236e-03
0.000000000000000000e+00 1.190476190476189022e-02
0.000000000000000000e+00 1.666666666666666297e-02
0.000000000000000000e+00 2.142857142857140795e-02
0.000000000000000000e+00 2.619047619047618070e-02
0.000000000000000000e+00 3.095238095238095344e-02
0.000000000000000000e+00 3.571428571428569843e-02
0.000000000000000000e+00 4.047619047619047117e-02
0.000000000000000000e+00 4.523809523809521616e-02
0.000000000000000000e+00 4.999999999999998890e-02
0.000000000000000000e+00 5.476190476190476164e-02
0.000000000000000000e+00 5.952380952380950663e-02
0.000000000000000000e+00 6.428571428571427937e-02
0.000000000000000000e+00 6.904761904761902436e-02
0.000000000000000000e+00 7.380952380952379710e-02
0.000000000000000000e+00 7.857142857142854209e-02
0.000000000000000000e+00 8.333333333333331483e-02
0.000000000000000000e+00 8.809523809523808757e-02
0.000000000000000000e+00 9.285714285714283256e-02
0.000000000000000000e+00 9.761904761904760530e-02
0.000000000000000000e+00 1.023809523809523780e-01
0.000000000000000000e+00 1.071428571428571230e-01
0.000000000000000000e+00 1.119047619047618680e-01
0.000000000000000000e+00 1.166666666666666685e-01
0.000000000000000000e+00 1.214285714285714135e-01
0.000000000000000000e+00 1.261904761904761585e-01
0.000000000000000000e+00 1.309523809523809590e-01
0.000000000000000000e+00 1.357142857142857040e-01
0.000000000000000000e+00 1.404761904761904490e-01
0.000000000000000000e+00 1.452380952380951940e-01
0.000000000000000000e+00 1.499999999999999944e-01
