-5.974305507285823658e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-5.974305507285823658e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-5.974305507285823658e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-5.974305507285823658e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-5.974305507285823658e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-5.974305507285823658e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-5.974305507285823658e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-5.974305507285823658e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-4.267361076632731481e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-4.267361076632731481e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-4.267361076632731481e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-4.267361076632731481e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-4.267361076632731481e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-4.267361076632731481e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-4.267361076632731481e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-4.267361076632731481e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-2.560416645979638611e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-2.560416645979638611e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-2.560416645979638611e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-2.560416645979638611e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-2.560416645979638611e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-2.560416645979638611e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-2.560416645979638611e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-2.560416645979638611e-02 -8.274714018391074455e-02 -1.983006895016144189e-01
-8.534722153265455677e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
-8.534722153265455677e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
-8.534722153265455677e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
-8.534722153265455677e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
-8.534722153265455677e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
-8.534722153265455677e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
-8.534722153265455677e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
-8.534722153265455677e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
8.534722153265469555e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
8.534722153265469555e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
8.534722153265469555e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
8.534722153265469555e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
8.534722153265469555e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
8.534722153265469555e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
8.534722153265469555e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
8.534722153265469555e-03 -8.274714018391074455e-02 -1.983006895016144189e-01
